layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,2,2751
input_layernorm,1,0,2,17219
q_proj,1,0,2,35934
k_proj,1,0,2,10112
v_proj,1,0,2,9952
rope,1,0,2,24606
o_proj,1,0,2,34290
post_layernorm,1,0,2,18192
gate_proj,1,0,2,103903
up_proj,1,0,2,104264
act_fn,1,0,2,4480
down_proj,1,0,2,108668
final_layernorm,1,0,2,17632
lm_head,1,0,2,886939
embedding,2,0,2,3295
input_layernorm,2,0,2,19776
q_proj,2,0,2,40191
k_proj,2,0,2,13533
v_proj,2,0,2,12832
rope,2,0,2,28446
o_proj,2,0,2,33790
post_layernorm,2,0,2,20831
gate_proj,2,0,2,106019
up_proj,2,0,2,106465
act_fn,2,0,2,3791
down_proj,2,0,2,110013
final_layernorm,2,0,2,20512
lm_head,2,0,2,871290
embedding,3,0,2,3807
input_layernorm,3,0,2,19711
q_proj,3,0,2,40638
k_proj,3,0,2,13536
v_proj,3,0,2,12864
rope,3,0,2,28530
o_proj,3,0,2,33887
post_layernorm,3,0,2,20839
gate_proj,3,0,2,106156
up_proj,3,0,2,106536
act_fn,3,0,2,3805
down_proj,3,0,2,110012
final_layernorm,3,0,2,20582
lm_head,3,0,2,872391
embedding,4,0,2,4383
input_layernorm,4,0,2,20479
q_proj,4,0,2,40958
k_proj,4,0,2,13567
v_proj,4,0,2,12896
rope,4,0,2,29406
o_proj,4,0,2,33790
post_layernorm,4,0,2,21612
gate_proj,4,0,2,106238
up_proj,4,0,2,106608
act_fn,4,0,2,3936
down_proj,4,0,2,110012
final_layernorm,4,0,2,21374
lm_head,4,0,2,874131
embedding,5,0,2,5056
input_layernorm,5,0,2,20446
q_proj,5,0,2,41385
k_proj,5,0,2,13614
v_proj,5,0,2,12909
rope,5,0,2,28525
o_proj,5,0,2,33665
post_layernorm,5,0,2,21471
gate_proj,5,0,2,106417
up_proj,5,0,2,106727
act_fn,5,0,2,4066
down_proj,5,0,2,110406
final_layernorm,5,0,2,21271
lm_head,5,0,2,874535
embedding,6,0,2,5535
input_layernorm,6,0,2,20543
q_proj,6,0,2,41663
k_proj,6,0,2,13623
v_proj,6,0,2,12906
rope,6,0,2,28926
o_proj,6,0,2,33983
post_layernorm,6,0,2,21566
gate_proj,6,0,2,106433
up_proj,6,0,2,106766
act_fn,6,0,2,4031
down_proj,6,0,2,110860
final_layernorm,6,0,2,21407
lm_head,6,0,2,875428
embedding,7,0,2,6143
input_layernorm,7,0,2,20574
q_proj,7,0,2,42094
k_proj,7,0,2,13632
v_proj,7,0,2,12921
rope,7,0,2,28797
o_proj,7,0,2,33951
post_layernorm,7,0,2,21747
gate_proj,7,0,2,106481
up_proj,7,0,2,106869
act_fn,7,0,2,4032
down_proj,7,0,2,110849
final_layernorm,7,0,2,21567
lm_head,7,0,2,876280
embedding,8,0,2,6656
input_layernorm,8,0,2,21983
q_proj,8,0,2,42319
k_proj,8,0,2,13726
v_proj,8,0,2,12927
rope,8,0,2,29328
o_proj,8,0,2,33951
post_layernorm,8,0,2,22719
gate_proj,8,0,2,106521
up_proj,8,0,2,106791
act_fn,8,0,2,4100
down_proj,8,0,2,111289
final_layernorm,8,0,2,22496
lm_head,8,0,2,876541
embedding,9,0,2,7392
input_layernorm,9,0,2,22143
q_proj,9,0,2,42732
k_proj,9,0,2,13664
v_proj,9,0,2,12981
rope,9,0,2,28701
o_proj,9,0,2,34180
post_layernorm,9,0,2,23168
gate_proj,9,0,2,106735
up_proj,9,0,2,107030
act_fn,9,0,2,4064
down_proj,9,0,2,111437
final_layernorm,9,0,2,23026
lm_head,9,0,2,877700
embedding,10,0,2,7903
input_layernorm,10,0,2,22239
q_proj,10,0,2,36927
k_proj,10,0,2,13728
v_proj,10,0,2,12998
rope,10,0,2,28957
o_proj,10,0,2,34143
post_layernorm,10,0,2,23102
gate_proj,10,0,2,106925
up_proj,10,0,2,106711
act_fn,10,0,2,4223
down_proj,10,0,2,111709
final_layernorm,10,0,2,22969
lm_head,10,0,2,878895
