layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,2,3696
input_layernorm,1,0,2,21504
q_proj,1,0,2,49571
k_proj,1,0,2,13024
v_proj,1,0,2,12256
rope,1,0,2,32706
o_proj,1,0,2,45251
post_layernorm,1,0,2,22594
gate_proj,1,0,2,150425
up_proj,1,0,2,150648
act_fn,1,0,2,5472
down_proj,1,0,2,143145
final_layernorm,1,0,2,22626
lm_head,1,0,2,645207
embedding,2,0,2,4480
input_layernorm,2,0,2,25313
q_proj,2,0,2,49859
k_proj,2,0,2,2944
v_proj,2,0,2,2656
rope,2,0,2,39651
o_proj,2,0,2,46034
post_layernorm,2,0,2,26354
gate_proj,2,0,2,151432
up_proj,2,0,2,149817
act_fn,2,0,2,5312
down_proj,2,0,2,144441
final_layernorm,2,0,2,26209
lm_head,2,0,2,627285
embedding,3,0,2,5280
input_layernorm,3,0,2,25265
q_proj,3,0,2,49875
k_proj,3,0,2,2944
v_proj,3,0,2,2688
rope,3,0,2,39619
o_proj,3,0,2,46226
post_layernorm,3,0,2,26417
gate_proj,3,0,2,151993
up_proj,3,0,2,150441
act_fn,3,0,2,5409
down_proj,3,0,2,145081
final_layernorm,3,0,2,26146
lm_head,3,0,2,628854
embedding,4,0,2,5808
input_layernorm,4,0,2,24834
q_proj,4,0,2,50146
k_proj,4,0,2,2944
v_proj,4,0,2,2704
rope,4,0,2,40801
o_proj,4,0,2,46642
post_layernorm,4,0,2,25680
gate_proj,4,0,2,152857
up_proj,4,0,2,152121
act_fn,4,0,2,5408
down_proj,4,0,2,145432
final_layernorm,4,0,2,25378
lm_head,4,0,2,632518
embedding,5,0,2,6817
input_layernorm,5,0,2,24720
q_proj,5,0,2,50739
k_proj,5,0,2,3008
v_proj,5,0,2,2751
rope,5,0,2,41283
o_proj,5,0,2,46514
post_layernorm,5,0,2,25985
gate_proj,5,0,2,153737
up_proj,5,0,2,152313
act_fn,5,0,2,5552
down_proj,5,0,2,146440
final_layernorm,5,0,2,25729
lm_head,5,0,2,632757
embedding,6,0,2,7441
input_layernorm,6,0,2,24929
q_proj,6,0,2,50595
k_proj,6,0,2,3040
v_proj,6,0,2,2751
rope,6,0,2,42002
o_proj,6,0,2,46818
post_layernorm,6,0,2,26097
gate_proj,6,0,2,153529
up_proj,6,0,2,153209
act_fn,6,0,2,5920
down_proj,6,0,2,146344
final_layernorm,6,0,2,26017
lm_head,6,0,2,636374
embedding,7,0,2,8032
input_layernorm,7,0,2,24912
q_proj,7,0,2,51139
k_proj,7,0,2,3040
v_proj,7,0,2,2784
rope,7,0,2,41411
o_proj,7,0,2,46771
post_layernorm,7,0,2,25873
gate_proj,7,0,2,153561
up_proj,7,0,2,154361
act_fn,7,0,2,6016
down_proj,7,0,2,147432
final_layernorm,7,0,2,25762
lm_head,7,0,2,638534
embedding,8,0,2,8752
input_layernorm,8,0,2,24962
q_proj,8,0,2,51075
k_proj,8,0,2,3040
v_proj,8,0,2,2784
rope,8,0,2,41443
o_proj,8,0,2,46722
post_layernorm,8,0,2,25904
gate_proj,8,0,2,153641
up_proj,8,0,2,154521
act_fn,8,0,2,6096
down_proj,8,0,2,147257
final_layernorm,8,0,2,25697
lm_head,8,0,2,638838
embedding,9,0,2,9504
input_layernorm,9,0,2,25200
q_proj,9,0,2,51171
k_proj,9,0,2,3072
v_proj,9,0,2,2816
rope,9,0,2,42770
o_proj,9,0,2,46658
post_layernorm,9,0,2,26017
gate_proj,9,0,2,153657
up_proj,9,0,2,155177
act_fn,9,0,2,6128
down_proj,9,0,2,147432
final_layernorm,9,0,2,25938
lm_head,9,0,2,642229
embedding,10,0,2,10144
input_layernorm,10,0,2,25234
q_proj,10,0,2,51315
k_proj,10,0,2,3104
v_proj,10,0,2,2848
rope,10,0,2,42498
o_proj,10,0,2,46819
post_layernorm,10,0,2,26227
gate_proj,10,0,2,155673
up_proj,10,0,2,157209
act_fn,10,0,2,6065
down_proj,10,0,2,148008
final_layernorm,10,0,2,25826
lm_head,10,0,2,643893
