layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,8,2586
input_layernorm,1,0,8,16453
q_proj,1,0,8,7859
k_proj,1,0,8,2817
v_proj,1,0,8,2693
rope,1,0,8,6880
attn,1,0,8,1819
o_proj,1,0,8,6728
post_layernorm,1,0,8,17272
gate_proj,1,0,8,20372
up_proj,1,0,8,20335
act_fn,1,0,8,1044
down_proj,1,0,8,21787
final_layernorm,1,0,8,16699
lm_head,1,0,8,170881
embedding,2,0,8,3134
input_layernorm,2,0,8,18771
q_proj,2,0,8,8712
k_proj,2,0,8,3760
v_proj,2,0,8,3531
rope,2,0,8,7980
attn,2,0,8,1705
o_proj,2,0,8,6604
post_layernorm,2,0,8,19733
gate_proj,2,0,8,21444
up_proj,2,0,8,21172
act_fn,2,0,8,926
down_proj,2,0,8,21877
final_layernorm,2,0,8,19500
lm_head,2,0,8,171449
embedding,3,0,8,3618
input_layernorm,3,0,8,18707
q_proj,3,0,8,8814
k_proj,3,0,8,3744
v_proj,3,0,8,3532
rope,3,0,8,7989
attn,3,0,8,1702
o_proj,3,0,8,6564
post_layernorm,3,0,8,19803
gate_proj,3,0,8,21480
up_proj,3,0,8,21216
act_fn,3,0,8,904
down_proj,3,0,8,22007
final_layernorm,3,0,8,19585
lm_head,3,0,8,171924
embedding,4,0,8,4158
input_layernorm,4,0,8,19430
q_proj,4,0,8,8886
k_proj,4,0,8,3758
v_proj,4,0,8,3535
rope,4,0,8,8219
attn,4,0,8,1702
o_proj,4,0,8,6622
post_layernorm,4,0,8,20383
gate_proj,4,0,8,21490
up_proj,4,0,8,21291
act_fn,4,0,8,914
down_proj,4,0,8,22014
final_layernorm,4,0,8,20226
lm_head,4,0,8,172263
embedding,5,0,8,4803
input_layernorm,5,0,8,19444
q_proj,5,0,8,8973
k_proj,5,0,8,3763
v_proj,5,0,8,3533
rope,5,0,8,8041
attn,5,0,8,1710
o_proj,5,0,8,6601
post_layernorm,5,0,8,20359
gate_proj,5,0,8,21534
up_proj,5,0,8,21306
act_fn,5,0,8,955
down_proj,5,0,8,22076
final_layernorm,5,0,8,20249
