time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,n_embd,n_q_head,n_kv_head,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
3.7725000000000003e-06,3.7725000000000003e-06,3.7725000000000003e-06,3.7725000000000003e-06,0.0,,,,,,8192,64,8,4,131072,1,32,0,True,EDF_PROFILER
7.545000000000001e-06,7.545000000000001e-06,7.545000000000001e-06,7.545000000000001e-06,0.0,,,,,,8192,64,8,4,131072,1,64,0,True,EDF_PROFILER
1.1317500000000001e-05,1.1317500000000001e-05,1.1317500000000001e-05,1.1317500000000001e-05,0.0,,,,,,8192,64,8,4,131072,1,96,0,True,EDF_PROFILER
1.5090000000000001e-05,1.5090000000000001e-05,1.5090000000000001e-05,1.5090000000000001e-05,0.0,,,,,,8192,64,8,4,131072,1,128,0,True,EDF_PROFILER
1.88625e-05,1.88625e-05,1.88625e-05,1.88625e-05,0.0,,,,,,8192,64,8,4,131072,1,160,0,True,EDF_PROFILER
2.2635000000000003e-05,2.2635000000000003e-05,2.2635000000000003e-05,2.2635000000000003e-05,0.0,,,,,,8192,64,8,4,131072,1,192,0,True,EDF_PROFILER
2.64075e-05,2.64075e-05,2.64075e-05,2.64075e-05,0.0,,,,,,8192,64,8,4,131072,1,224,0,True,EDF_PROFILER
3.0180000000000002e-05,3.0180000000000002e-05,3.0180000000000002e-05,3.0180000000000002e-05,0.0,,,,,,8192,64,8,4,131072,1,256,0,True,EDF_PROFILER
3.3952500000000004e-05,3.3952500000000004e-05,3.3952500000000004e-05,3.3952500000000004e-05,0.0,,,,,,8192,64,8,4,131072,1,288,0,True,EDF_PROFILER
3.7725e-05,3.7725e-05,3.7725e-05,3.7725e-05,0.0,,,,,,8192,64,8,4,131072,1,320,0,True,EDF_PROFILER
4.14975e-05,4.14975e-05,4.14975e-05,4.14975e-05,0.0,,,,,,8192,64,8,4,131072,1,352,0,True,EDF_PROFILER
4.5270000000000005e-05,4.5270000000000005e-05,4.5270000000000005e-05,4.5270000000000005e-05,0.0,,,,,,8192,64,8,4,131072,1,384,0,True,EDF_PROFILER
4.9042500000000004e-05,4.9042500000000004e-05,4.9042500000000004e-05,4.9042500000000004e-05,0.0,,,,,,8192,64,8,4,131072,1,416,0,True,EDF_PROFILER
5.2815e-05,5.2815e-05,5.2815e-05,5.2815e-05,0.0,,,,,,8192,64,8,4,131072,1,448,0,True,EDF_PROFILER
5.658750000000001e-05,5.658750000000001e-05,5.658750000000001e-05,5.658750000000001e-05,0.0,,,,,,8192,64,8,4,131072,1,480,0,True,EDF_PROFILER
6.0360000000000005e-05,6.0360000000000005e-05,6.0360000000000005e-05,6.0360000000000005e-05,0.0,,,,,,8192,64,8,4,131072,1,512,0,True,EDF_PROFILER
6.413250000000001e-05,6.413250000000001e-05,6.413250000000001e-05,6.413250000000001e-05,0.0,,,,,,8192,64,8,4,131072,1,544,0,True,EDF_PROFILER
6.790500000000001e-05,6.790500000000001e-05,6.790500000000001e-05,6.790500000000001e-05,0.0,,,,,,8192,64,8,4,131072,1,576,0,True,EDF_PROFILER
