layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,8,64511
input_layernorm,1,0,8,148464
q_proj,1,0,8,81919
k_proj,1,0,8,66351
v_proj,1,0,8,65664
rope,1,0,8,190464
o_proj,1,0,8,77247
post_layernorm,1,0,8,145408
gate_proj,1,0,8,150527
up_proj,1,0,8,112640
act_fn,1,0,8,7168
down_proj,1,0,8,113664
final_layernorm,1,0,8,94288
lm_head,1,0,8,540672
embedding,2,0,8,63583
input_layernorm,2,0,8,148000
q_proj,2,0,8,89039
k_proj,2,0,8,77744
v_proj,2,0,8,73728
rope,2,0,8,194560
o_proj,2,0,8,75776
post_layernorm,2,0,8,145408
gate_proj,2,0,8,160768
up_proj,2,0,8,119808
act_fn,2,0,8,7168
down_proj,2,0,8,113664
final_layernorm,2,0,8,77600
lm_head,2,0,8,540672
embedding,3,0,8,63487
input_layernorm,3,0,8,148224
q_proj,3,0,8,88080
k_proj,3,0,8,77823
v_proj,3,0,8,73728
rope,3,0,8,195679
o_proj,3,0,8,76720
post_layernorm,3,0,8,144864
gate_proj,3,0,8,161711
up_proj,3,0,8,120832
act_fn,3,0,8,7168
down_proj,3,0,8,113664
final_layernorm,3,0,8,76800
lm_head,3,0,8,541696
embedding,4,0,8,63487
input_layernorm,4,0,8,148400
q_proj,4,0,8,88224
k_proj,4,0,8,77759
v_proj,4,0,8,73728
rope,4,0,8,194560
o_proj,4,0,8,75839
post_layernorm,4,0,8,146431
gate_proj,4,0,8,161791
up_proj,4,0,8,120432
act_fn,4,0,8,7168
down_proj,4,0,8,113664
final_layernorm,4,0,8,77823
lm_head,4,0,8,541696
embedding,5,0,8,63487
input_layernorm,5,0,8,148479
q_proj,5,0,8,88304
k_proj,5,0,8,74704
v_proj,5,0,8,70656
rope,5,0,8,195760
o_proj,5,0,8,76800
post_layernorm,5,0,8,145424
gate_proj,5,0,8,161631
up_proj,5,0,8,120832
act_fn,5,0,8,7168
down_proj,5,0,8,113664
final_layernorm,5,0,8,77839
lm_head,5,0,8,542720
embedding,6,0,8,63487
input_layernorm,6,0,8,148336
q_proj,6,0,8,88991
k_proj,6,0,8,73920
v_proj,6,0,8,70496
rope,6,0,8,195583
o_proj,6,0,8,76800
post_layernorm,6,0,8,146431
gate_proj,6,0,8,161791
up_proj,6,0,8,120832
act_fn,6,0,8,7168
down_proj,6,0,8,113664
final_layernorm,6,0,8,78479
lm_head,6,0,8,543744
embedding,7,0,8,63664
input_layernorm,7,0,8,148479
q_proj,7,0,8,89088
k_proj,7,0,8,74752
v_proj,7,0,8,70656
rope,7,0,8,196608
o_proj,7,0,8,76800
post_layernorm,7,0,8,145408
gate_proj,7,0,8,161791
up_proj,7,0,8,120832
act_fn,7,0,8,7168
down_proj,7,0,8,114688
final_layernorm,7,0,8,74752
lm_head,7,0,8,543744
embedding,8,0,8,63519
input_layernorm,8,0,8,147552
q_proj,8,0,8,89088
k_proj,8,0,8,73760
v_proj,8,0,8,70656
rope,8,0,8,195055
o_proj,8,0,8,76608
post_layernorm,8,0,8,146352
gate_proj,8,0,8,162703
up_proj,8,0,8,120832
act_fn,8,0,8,7168
down_proj,8,0,8,114688
final_layernorm,8,0,8,74864
lm_head,8,0,8,544703
embedding,9,0,8,63487
input_layernorm,9,0,8,147456
q_proj,9,0,8,89088
k_proj,9,0,8,73888
v_proj,9,0,8,70224
rope,9,0,8,195583
o_proj,9,0,8,76608
post_layernorm,9,0,8,145295
gate_proj,9,0,8,162255
up_proj,9,0,8,120944
act_fn,9,0,8,7168
down_proj,9,0,8,114688
final_layernorm,9,0,8,74752
lm_head,9,0,8,545791
embedding,10,0,8,63487
input_layernorm,10,0,8,148400
q_proj,10,0,8,89088
k_proj,10,0,8,73840
v_proj,10,0,8,70624
rope,10,0,8,195583
o_proj,10,0,8,76303
post_layernorm,10,0,8,145600
gate_proj,10,0,8,162816
up_proj,10,0,8,120832
act_fn,10,0,8,8191
down_proj,10,0,8,113664
final_layernorm,10,0,8,74752
lm_head,10,0,8,545791
