time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,n_embd,n_q_head,n_kv_head,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.11059200018644333,0.12697599828243256,0.11408384069800377,0.11366400122642517,0.0029808379574050763,,,,,,8192,64,8,8,131072,1,32,32,True,SDPA
0.10649599879980087,0.12403199821710587,0.10956095963716507,0.108559999614954,0.003079094045733034,,,,,,8192,64,8,8,131072,1,32,64,True,SDPA
0.10649599879980087,0.12185599654912949,0.10888191938400268,0.10841599851846695,0.002701279069504593,,,,,,8192,64,8,8,131072,1,32,96,True,SDPA
0.10649599879980087,0.12902399897575378,0.1093862396478653,0.1085439994931221,0.0036171807478857345,,,,,,8192,64,8,8,131072,1,32,128,True,SDPA
0.10547199845314026,0.11753600090742111,0.10814015939831734,0.10751999914646149,0.002298570934155111,,,,,,8192,64,8,8,131072,1,32,160,True,SDPA
0.1064319983124733,0.13209599256515503,0.10877887934446334,0.10753599926829338,0.004068424773424115,,,,,,8192,64,8,8,131072,1,32,192,True,SDPA
0.10547199845314026,0.11673600226640701,0.10746687904000282,0.10726399719715118,0.001988965668160647,,,,,,8192,64,8,8,131072,1,32,224,True,SDPA
0.10547199845314026,0.12390399724245071,0.10804351910948753,0.10751999914646149,0.0026971483788060273,,,,,,8192,64,8,8,131072,1,32,256,True,SDPA
0.10547199845314026,0.1297599971294403,0.10743935912847519,0.10660799965262413,0.003524919975015657,,,,,,8192,64,8,8,131072,1,32,288,True,SDPA
0.10444799810647964,0.2837759852409363,0.1142739188671112,0.10660799965262413,0.034160743542680755,,,,,,8192,64,8,8,131072,1,32,320,True,SDPA
0.10463999956846237,0.1159679964184761,0.10688255891203881,0.10649599879980087,0.001965861271350623,,,,,,8192,64,8,8,131072,1,32,352,True,SDPA
0.10547199845314026,0.1157120019197464,0.10747519925236702,0.1074719987809658,0.0017108007788448822,,,,,,8192,64,8,8,131072,1,32,384,True,SDPA
0.10547199845314026,0.12508800625801086,0.10789247930049896,0.10751999914646149,0.0029038085087267724,,,,,,8192,64,8,8,131072,1,32,416,True,SDPA
0.10636799782514572,0.12800000607967377,0.1079430390894413,0.10751999914646149,0.003132160507279333,,,,,,8192,64,8,8,131072,1,32,448,True,SDPA
0.10547199845314026,0.12806400656700134,0.10788479924201966,0.10751999914646149,0.003242073326365512,,,,,,8192,64,8,8,131072,1,32,480,True,SDPA
0.10547199845314026,0.13414399325847626,0.10807615891098976,0.10750399902462959,0.004074653298602954,,,,,,8192,64,8,8,131072,1,32,512,True,SDPA
0.10620799660682678,0.1382399946451187,0.10878655925393105,0.10755199939012527,0.004619328371918738,,,,,,8192,64,8,8,131072,1,32,544,True,SDPA
0.10649599879980087,0.1157120019197464,0.10845183953642845,0.10830399766564369,0.0015327256793128544,,,,,,8192,64,8,8,131072,1,32,576,True,SDPA
0.10649599879980087,0.12902399897575378,0.10911999925971032,0.1085279993712902,0.0035083268710076423,,,,,,8192,64,8,8,131072,1,32,608,True,SDPA
0.10649599879980087,0.24268800020217896,0.11114815950393676,0.10766400024294853,0.018909685720544262,,,,,,8192,64,8,8,131072,1,32,640,True,SDPA
0.10649599879980087,0.131071999669075,0.10944255948066711,0.1085439994931221,0.003857479677607295,,,,,,8192,64,8,8,131072,1,32,672,True,SDPA
0.10655999928712845,0.12569600343704224,0.10899007961153984,0.10831999778747559,0.0031342985580694845,,,,,,8192,64,8,8,131072,1,32,704,True,SDPA
0.10672000050544739,0.12905600666999817,0.10936191990971565,0.1085439994931221,0.003529293088317598,,,,,,8192,64,8,8,131072,1,32,736,True,SDPA
0.10649599879980087,0.11958400160074234,0.10875199928879738,0.1082879975438118,0.002529411424488887,,,,,,8192,64,8,8,131072,1,32,768,True,SDPA
0.10547199845314026,0.1292160004377365,0.10880319938063622,0.1080319993197918,0.003644322849564293,,,,,,8192,64,8,8,131072,1,32,800,True,SDPA
0.1064319983124733,0.130048006772995,0.10827647924423217,0.10751999914646149,0.003638229576436773,,,,,,8192,64,8,8,131072,1,32,832,True,SDPA
0.10649599879980087,0.1308159977197647,0.1083615991473198,0.10751999914646149,0.0037600437129575704,,,,,,8192,64,8,8,131072,1,32,864,True,SDPA
0.10547199845314026,0.12595200538635254,0.10842175930738449,0.10751999914646149,0.003375718625484136,,,,,,8192,64,8,8,131072,1,32,896,True,SDPA
0.10620799660682678,0.12371200323104858,0.10793535947799683,0.10751999914646149,0.0029018238062527486,,,,,,8192,64,8,8,131072,1,32,928,True,SDPA
0.10649599879980087,0.130048006772995,0.1083596794307232,0.10759999975562096,0.003362709666552833,,,,,,8192,64,8,8,131072,1,32,960,True,SDPA
0.10547199845314026,0.12822400033473969,0.10816383928060531,0.10751999914646149,0.0032016999294076456,,,,,,8192,64,8,8,131072,1,32,992,True,SDPA
0.10649599879980087,0.1154559999704361,0.10807743936777114,0.10771200060844421,0.001331047585270371,,,,,,8192,64,8,8,131072,1,32,1024,True,SDPA
0.10543999820947647,0.11689600348472595,0.10768127918243409,0.10750399902462959,0.001957657644490291,,,,,,8192,64,8,8,131072,1,32,1056,True,SDPA
0.10649599879980087,0.12185599654912949,0.1085286395251751,0.107744000852108,0.002468063127270342,,,,,,8192,64,8,8,131072,1,32,1088,True,SDPA
0.10649599879980087,0.12700800597667694,0.10849855959415436,0.10768000036478043,0.002951921337218835,,,,,,8192,64,8,8,131072,1,32,1120,True,SDPA
0.10627199709415436,0.12595200538635254,0.10850623950362205,0.10751999914646149,0.003107474106128247,,,,,,8192,64,8,8,131072,1,32,1152,True,SDPA
0.10550399869680405,0.11881600320339203,0.10785535946488381,0.10751999914646149,0.0024386377374432675,,,,,,8192,64,8,8,131072,1,32,1184,True,SDPA
0.10649599879980087,0.13007999956607819,0.10970623940229415,0.1085439994931221,0.004277366691472205,,,,,,8192,64,8,8,131072,1,32,1216,True,SDPA
0.10649599879980087,0.12083200365304947,0.10887871950864791,0.10838399827480316,0.0027649504719938936,,,,,,8192,64,8,8,131072,1,32,1248,True,SDPA
0.10655999928712845,0.11673600226640701,0.10855551943182945,0.10846399888396263,0.0019334336814518308,,,,,,8192,64,8,8,131072,1,32,1280,True,SDPA
0.10547199845314026,0.12800000607967377,0.10777279898524285,0.10724799707531929,0.0035174356067458317,,,,,,8192,64,8,8,131072,1,32,1312,True,SDPA
0.10652799904346466,0.13424000144004822,0.1088947194814682,0.10771200060844421,0.004039880812942559,,,,,,8192,64,8,8,131072,1,32,1344,True,SDPA
0.10569600015878677,0.12902399897575378,0.10829183906316757,0.10751999914646149,0.0034563239986416063,,,,,,8192,64,8,8,131072,1,32,1376,True,SDPA
0.10649599879980087,0.14028799533843994,0.10963903978466988,0.108559999614954,0.004809335848565424,,,,,,8192,64,8,8,131072,1,32,1408,True,SDPA
0.10547199845314026,0.13209599256515503,0.10806143894791603,0.10740799829363823,0.004048498324037463,,,,,,8192,64,8,8,131072,1,32,1440,True,SDPA
0.03788800165057182,0.26611199975013733,0.11047359935939312,0.10756799951195717,0.024770874225708357,,,,,,8192,64,8,8,131072,1,32,1472,True,SDPA
0.10649599879980087,0.12399999797344208,0.10863167941570281,0.1080159991979599,0.0031768562489723476,,,,,,8192,64,8,8,131072,1,32,1504,True,SDPA
0.10636799782514572,0.11798399686813354,0.10805823907256126,0.10751999914646149,0.0018783175160862044,,,,,,8192,64,8,8,131072,1,32,1536,True,SDPA
0.10572800040245056,0.11999999731779099,0.10813631922006607,0.10751999914646149,0.002412153297584512,,,,,,8192,64,8,8,131072,1,32,1568,True,SDPA
0.10672000050544739,0.11779200285673141,0.10884671956300736,0.1085439994931221,0.0018634692017688748,,,,,,8192,64,8,8,131072,1,32,1600,True,SDPA
