layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,4,2751
input_layernorm,1,0,4,17219
q_proj,1,0,4,22108
k_proj,1,0,4,6103
v_proj,1,0,4,5716
rope,1,0,4,23638
o_proj,1,0,4,18007
post_layernorm,1,0,4,18192
gate_proj,1,0,4,51452
up_proj,1,0,4,51550
act_fn,1,0,4,3665
down_proj,1,0,4,55649
final_layernorm,1,0,4,17632
lm_head,1,0,4,424809
embedding,2,0,4,3295
input_layernorm,2,0,4,19776
q_proj,2,0,4,24727
k_proj,2,0,4,8168
v_proj,2,0,4,7370
rope,2,0,4,27326
o_proj,2,0,4,17744
post_layernorm,2,0,4,20831
gate_proj,2,0,4,52499
up_proj,2,0,4,52638
act_fn,2,0,4,3102
down_proj,2,0,4,56338
final_layernorm,2,0,4,20512
lm_head,2,0,4,417313
embedding,3,0,4,3807
input_layernorm,3,0,4,19711
q_proj,3,0,4,25002
k_proj,3,0,4,8170
v_proj,3,0,4,7389
rope,3,0,4,27407
o_proj,3,0,4,17795
post_layernorm,3,0,4,20839
gate_proj,3,0,4,52567
up_proj,3,0,4,52673
act_fn,3,0,4,3113
down_proj,3,0,4,56337
final_layernorm,3,0,4,20582
lm_head,3,0,4,417841
embedding,4,0,4,4383
input_layernorm,4,0,4,20479
q_proj,4,0,4,25199
k_proj,4,0,4,8188
v_proj,4,0,4,7407
rope,4,0,4,28249
o_proj,4,0,4,17744
post_layernorm,4,0,4,21612
gate_proj,4,0,4,52608
up_proj,4,0,4,52709
act_fn,4,0,4,3220
down_proj,4,0,4,56337
final_layernorm,4,0,4,21374
lm_head,4,0,4,418674
embedding,5,0,4,5056
input_layernorm,5,0,4,20446
q_proj,5,0,4,25462
k_proj,5,0,4,8217
v_proj,5,0,4,7414
rope,5,0,4,27402
o_proj,5,0,4,17679
post_layernorm,5,0,4,21471
gate_proj,5,0,4,52697
up_proj,5,0,4,52768
act_fn,5,0,4,3327
down_proj,5,0,4,56539
final_layernorm,5,0,4,21271
lm_head,5,0,4,418868
embedding,6,0,4,5535
input_layernorm,6,0,4,20543
q_proj,6,0,4,25633
k_proj,6,0,4,8222
v_proj,6,0,4,7413
rope,6,0,4,27788
o_proj,6,0,4,17846
post_layernorm,6,0,4,21566
gate_proj,6,0,4,52704
up_proj,6,0,4,52787
act_fn,6,0,4,3298
down_proj,6,0,4,56772
final_layernorm,6,0,4,21407
lm_head,6,0,4,419295
embedding,7,0,4,6143
input_layernorm,7,0,4,20574
q_proj,7,0,4,25898
k_proj,7,0,4,8228
v_proj,7,0,4,7421
rope,7,0,4,27664
o_proj,7,0,4,17829
post_layernorm,7,0,4,21747
gate_proj,7,0,4,52728
up_proj,7,0,4,52838
act_fn,7,0,4,3299
down_proj,7,0,4,56766
final_layernorm,7,0,4,21567
lm_head,7,0,4,419703
embedding,8,0,4,6656
input_layernorm,8,0,4,21983
q_proj,8,0,4,26037
k_proj,8,0,4,8284
v_proj,8,0,4,7425
rope,8,0,4,28174
o_proj,8,0,4,17829
post_layernorm,8,0,4,22719
gate_proj,8,0,4,52748
up_proj,8,0,4,52799
act_fn,8,0,4,3354
down_proj,8,0,4,56991
final_layernorm,8,0,4,22496
lm_head,8,0,4,419828
embedding,9,0,4,7392
input_layernorm,9,0,4,22143
q_proj,9,0,4,26291
k_proj,9,0,4,8247
v_proj,9,0,4,7456
rope,9,0,4,27571
o_proj,9,0,4,17949
post_layernorm,9,0,4,23168
gate_proj,9,0,4,52854
up_proj,9,0,4,52918
act_fn,9,0,4,3325
down_proj,9,0,4,57067
final_layernorm,9,0,4,23026
lm_head,9,0,4,420384
embedding,10,0,4,7903
input_layernorm,10,0,4,22239
q_proj,10,0,4,22719
k_proj,10,0,4,8286
v_proj,10,0,4,7466
rope,10,0,4,27817
o_proj,10,0,4,17930
post_layernorm,10,0,4,23102
gate_proj,10,0,4,52948
up_proj,10,0,4,52760
act_fn,10,0,4,3455
down_proj,10,0,4,57206
final_layernorm,10,0,4,22969
lm_head,10,0,4,420956
