layer_name,input,kv_cache,tp_size,latency(ns)
input_layernorm,32,0,4,7931
q_proj,32,0,4,12794
k_proj,32,0,4,6688
v_proj,32,0,4,6197
rope,32,0,4,22650
o_proj,32,0,4,13589
post_layernorm,32,0,4,8244
gate,32,0,4,68177
expert.w1,32,0,4,15345
expert.w3,32,0,4,14690
act_fn,32,0,4,4021
expert.w2,32,0,4,14086
final_layernorm,32,0,4,8121
lm_head,32,0,4,100599
embedding,33,0,4,4158
input_layernorm,33,0,4,7965
q_proj,33,0,4,14918
k_proj,33,0,4,6607
v_proj,33,0,4,6128
rope,33,0,4,22761
o_proj,33,0,4,13677
post_layernorm,33,0,4,8231
gate,33,0,4,69615
expert.w1,33,0,4,16625
expert.w3,33,0,4,16271
act_fn,33,0,4,4221
expert.w2,33,0,4,14256
final_layernorm,33,0,4,8058
lm_head,33,0,4,100445
embedding,34,0,4,4110
input_layernorm,34,0,4,7965
q_proj,34,0,4,14934
k_proj,34,0,4,6598
v_proj,34,0,4,6138
rope,34,0,4,22716
o_proj,34,0,4,13905
post_layernorm,34,0,4,8250
gate,34,0,4,69044
expert.w1,34,0,4,16617
expert.w3,34,0,4,16225
act_fn,34,0,4,4190
expert.w2,34,0,4,14285
final_layernorm,34,0,4,8128
lm_head,34,0,4,100301
embedding,35,0,4,4129
input_layernorm,35,0,4,7971
q_proj,35,0,4,15011
k_proj,35,0,4,6617
v_proj,35,0,4,6140
rope,35,0,4,22640
o_proj,35,0,4,13904
post_layernorm,35,0,4,8253
gate,35,0,4,69397
expert.w1,35,0,4,16642
expert.w3,35,0,4,16085
act_fn,35,0,4,4232
expert.w2,35,0,4,14118
final_layernorm,35,0,4,8183
lm_head,35,0,4,100694
embedding,36,0,4,4181
input_layernorm,36,0,4,7982
q_proj,36,0,4,14997
k_proj,36,0,4,6626
v_proj,36,0,4,6192
rope,36,0,4,22651
o_proj,36,0,4,13984
post_layernorm,36,0,4,8253
gate,36,0,4,68681
expert.w1,36,0,4,16684
expert.w3,36,0,4,16123
act_fn,36,0,4,4169
expert.w2,36,0,4,14256
final_layernorm,36,0,4,8175
lm_head,36,0,4,100807
embedding,37,0,4,4263
input_layernorm,37,0,4,7931
q_proj,37,0,4,15108
k_proj,37,0,4,6628
v_proj,37,0,4,6164
rope,37,0,4,22644
o_proj,37,0,4,14040
post_layernorm,37,0,4,8220
gate,37,0,4,69560
expert.w1,37,0,4,16692
expert.w3,37,0,4,16097
act_fn,37,0,4,4034
expert.w2,37,0,4,14226
final_layernorm,37,0,4,8139
lm_head,37,0,4,101224
embedding,38,0,4,4244
input_layernorm,38,0,4,7944
q_proj,38,0,4,15108
k_proj,38,0,4,6601
v_proj,38,0,4,6160
rope,38,0,4,22736
o_proj,38,0,4,14067
post_layernorm,38,0,4,8218
gate,38,0,4,68936
expert.w1,38,0,4,16683
expert.w3,38,0,4,16204
act_fn,38,0,4,4030
expert.w2,38,0,4,14207
final_layernorm,38,0,4,8178
lm_head,38,0,4,100839
embedding,39,0,4,4285
input_layernorm,39,0,4,7950
q_proj,39,0,4,15012
k_proj,39,0,4,6631
v_proj,39,0,4,6188
rope,39,0,4,22668
o_proj,39,0,4,14089
post_layernorm,39,0,4,8285
gate,39,0,4,69570
expert.w1,39,0,4,16752
expert.w3,39,0,4,16107
act_fn,39,0,4,3894
expert.w2,39,0,4,14270
final_layernorm,39,0,4,8142
lm_head,39,0,4,100689
embedding,40,0,4,4253
input_layernorm,40,0,4,7956
q_proj,40,0,4,15181
k_proj,40,0,4,6615
v_proj,40,0,4,6205
rope,40,0,4,22645
o_proj,40,0,4,14048
post_layernorm,40,0,4,8279
gate,40,0,4,68937
expert.w1,40,0,4,16777
expert.w3,40,0,4,16108
act_fn,40,0,4,3969
expert.w2,40,0,4,14351
final_layernorm,40,0,4,8147
lm_head,40,0,4,101200
embedding,41,0,4,4320
input_layernorm,41,0,4,7981
q_proj,41,0,4,15184
k_proj,41,0,4,6620
v_proj,41,0,4,6182
rope,41,0,4,22735
o_proj,41,0,4,14064
post_layernorm,41,0,4,8257
gate,41,0,4,70204
expert.w1,41,0,4,16810
expert.w3,41,0,4,16087
act_fn,41,0,4,3905
expert.w2,41,0,4,14400
final_layernorm,41,0,4,8179
lm_head,41,0,4,100575
embedding,42,0,4,4627
input_layernorm,42,0,4,7983
q_proj,42,0,4,15319
k_proj,42,0,4,6617
v_proj,42,0,4,6204
rope,42,0,4,22758
o_proj,42,0,4,14210
post_layernorm,42,0,4,8292
gate,42,0,4,69882
expert.w1,42,0,4,16795
expert.w3,42,0,4,16188
act_fn,42,0,4,3736
expert.w2,42,0,4,14336
final_layernorm,42,0,4,8199
lm_head,42,0,4,101076
embedding,43,0,4,4624
input_layernorm,43,0,4,8014
q_proj,43,0,4,15227
k_proj,43,0,4,6610
v_proj,43,0,4,6221
rope,43,0,4,22755
o_proj,43,0,4,14165
post_layernorm,43,0,4,8324
gate,43,0,4,70394
expert.w1,43,0,4,16722
expert.w3,43,0,4,16379
act_fn,43,0,4,3716
expert.w2,43,0,4,14331
final_layernorm,43,0,4,8230
lm_head,43,0,4,101315
embedding,44,0,4,4687
input_layernorm,44,0,4,8029
q_proj,44,0,4,15381
k_proj,44,0,4,6609
v_proj,44,0,4,6193
rope,44,0,4,22800
o_proj,44,0,4,14092
post_layernorm,44,0,4,8300
gate,44,0,4,69803
expert.w1,44,0,4,16835
expert.w3,44,0,4,16182
act_fn,44,0,4,3784
expert.w2,44,0,4,14176
