layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,2,2464
input_layernorm,1,0,2,13886
q_proj,1,0,2,2016
k_proj,1,0,2,8640
v_proj,1,0,2,8288
rope,1,0,2,22401
post_layernorm,1,0,2,14847
gate_proj,1,0,2,89599
up_proj,1,0,2,89583
act_fn,1,0,2,3840
down_proj,1,0,2,2528
final_layernorm,1,0,2,14303
lm_head,1,0,2,10624
embedding,2,0,2,3280
input_layernorm,2,0,2,17759
q_proj,2,0,2,33024
k_proj,2,0,2,12192
v_proj,2,0,2,11584
rope,2,0,2,28607
o_proj,2,0,2,28704
post_layernorm,2,0,2,19087
gate_proj,2,0,2,89487
up_proj,2,0,2,89263
act_fn,2,0,2,4225
down_proj,2,0,2,89055
final_layernorm,2,0,2,18368
lm_head,2,0,2,746376
embedding,3,0,2,3807
input_layernorm,3,0,2,17792
q_proj,3,0,2,33215
k_proj,3,0,2,12224
v_proj,3,0,2,11648
rope,3,0,2,28767
o_proj,3,0,2,28895
post_layernorm,3,0,2,19232
gate_proj,3,0,2,89662
up_proj,3,0,2,89519
act_fn,3,0,2,4288
down_proj,3,0,2,88895
final_layernorm,3,0,2,18527
lm_head,3,0,2,747912
embedding,4,0,2,4352
input_layernorm,4,0,2,18527
q_proj,4,0,2,33278
k_proj,4,0,2,12224
v_proj,4,0,2,11647
rope,4,0,2,29486
o_proj,4,0,2,28991
post_layernorm,4,0,2,19937
gate_proj,4,0,2,89662
up_proj,4,0,2,89375
act_fn,4,0,2,4352
down_proj,4,0,2,88847
final_layernorm,4,0,2,19264
lm_head,4,0,2,748184
embedding,5,0,2,4960
input_layernorm,5,0,2,18639
q_proj,5,0,2,33455
k_proj,5,0,2,12288
v_proj,5,0,2,11678
rope,5,0,2,28830
o_proj,5,0,2,28943
post_layernorm,5,0,2,19904
gate_proj,5,0,2,89871
up_proj,5,0,2,89391
act_fn,5,0,2,4367
down_proj,5,0,2,88831
final_layernorm,5,0,2,19296
lm_head,5,0,2,749464
embedding,6,0,2,5440
input_layernorm,6,0,2,18687
q_proj,6,0,2,33471
k_proj,6,0,2,12352
v_proj,6,0,2,11680
rope,6,0,2,29247
o_proj,6,0,2,29136
post_layernorm,6,0,2,19840
gate_proj,6,0,2,90111
up_proj,6,0,2,89471
act_fn,6,0,2,4399
down_proj,6,0,2,89295
final_layernorm,6,0,2,19264
lm_head,6,0,2,750552
embedding,7,0,2,6048
input_layernorm,7,0,2,18750
q_proj,7,0,2,33631
k_proj,7,0,2,12320
v_proj,7,0,2,11680
rope,7,0,2,28927
o_proj,7,0,2,29184
post_layernorm,7,0,2,20192
gate_proj,7,0,2,90127
up_proj,7,0,2,89455
act_fn,7,0,2,4480
down_proj,7,0,2,88831
final_layernorm,7,0,2,19551
lm_head,7,0,2,750776
embedding,8,0,2,6687
input_layernorm,8,0,2,20161
q_proj,8,0,2,33600
k_proj,8,0,2,12320
v_proj,8,0,2,11680
rope,8,0,2,29343
o_proj,8,0,2,29055
post_layernorm,8,0,2,21153
gate_proj,8,0,2,90287
up_proj,8,0,2,89631
act_fn,8,0,2,4544
down_proj,8,0,2,88911
final_layernorm,8,0,2,20480
lm_head,8,0,2,751736
embedding,9,0,2,7264
input_layernorm,9,0,2,20448
q_proj,9,0,2,33776
k_proj,9,0,2,12400
v_proj,9,0,2,11776
rope,9,0,2,28959
o_proj,9,0,2,29248
post_layernorm,9,0,2,21663
gate_proj,9,0,2,90287
up_proj,9,0,2,89550
act_fn,9,0,2,4544
down_proj,9,0,2,89215
final_layernorm,9,0,2,20992
lm_head,9,0,2,752521
embedding,10,0,2,7808
input_layernorm,10,0,2,20415
q_proj,10,0,2,29599
k_proj,10,0,2,12448
v_proj,10,0,2,11760
rope,10,0,2,29119
o_proj,10,0,2,29232
post_layernorm,10,0,2,21535
gate_proj,10,0,2,90655
up_proj,10,0,2,89567
act_fn,10,0,2,4608
down_proj,10,0,2,89951
final_layernorm,10,0,2,20928
lm_head,10,0,2,753305
