layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,4,2477
input_layernorm,1,0,4,13942
q_proj,1,0,4,1284
k_proj,1,0,4,6545
v_proj,1,0,4,6058
rope,1,0,4,21565
post_layernorm,1,0,4,14854
gate_proj,1,0,4,45905
up_proj,1,0,4,45782
act_fn,1,0,4,3586
down_proj,1,0,4,1308
final_layernorm,1,0,4,14145
lm_head,1,0,4,5333
embedding,2,0,4,3298
input_layernorm,2,0,4,17831
q_proj,2,0,4,21048
k_proj,2,0,4,9235
v_proj,2,0,4,8468
rope,2,0,4,27540
o_proj,2,0,4,15713
post_layernorm,2,0,4,19096
gate_proj,2,0,4,45847
up_proj,2,0,4,45619
act_fn,2,0,4,3946
down_proj,2,0,4,46082
final_layernorm,2,0,4,18165
lm_head,2,0,4,374730
embedding,3,0,4,3828
input_layernorm,3,0,4,17864
q_proj,3,0,4,21170
k_proj,3,0,4,9260
v_proj,3,0,4,8514
rope,3,0,4,27694
o_proj,3,0,4,15818
post_layernorm,3,0,4,19241
gate_proj,3,0,4,45937
up_proj,3,0,4,45749
act_fn,3,0,4,4005
down_proj,3,0,4,46000
final_layernorm,3,0,4,18322
lm_head,3,0,4,375502
embedding,4,0,4,4376
input_layernorm,4,0,4,18602
q_proj,4,0,4,21210
k_proj,4,0,4,9260
v_proj,4,0,4,8514
rope,4,0,4,28386
o_proj,4,0,4,15870
post_layernorm,4,0,4,19946
gate_proj,4,0,4,45937
up_proj,4,0,4,45676
act_fn,4,0,4,4065
down_proj,4,0,4,45975
final_layernorm,4,0,4,19051
lm_head,4,0,4,375638
embedding,5,0,4,4987
input_layernorm,5,0,4,18715
q_proj,5,0,4,21323
k_proj,5,0,4,9308
v_proj,5,0,4,8536
rope,5,0,4,27755
o_proj,5,0,4,15844
post_layernorm,5,0,4,19913
gate_proj,5,0,4,46044
up_proj,5,0,4,45684
act_fn,5,0,4,4079
down_proj,5,0,4,45966
final_layernorm,5,0,4,19083
lm_head,5,0,4,376281
embedding,6,0,4,5470
input_layernorm,6,0,4,18763
q_proj,6,0,4,21333
k_proj,6,0,4,9357
v_proj,6,0,4,8538
rope,6,0,4,28156
o_proj,6,0,4,15950
post_layernorm,6,0,4,19849
gate_proj,6,0,4,46167
up_proj,6,0,4,45725
act_fn,6,0,4,4109
down_proj,6,0,4,46207
final_layernorm,6,0,4,19051
lm_head,6,0,4,376827
embedding,7,0,4,6081
input_layernorm,7,0,4,18826
q_proj,7,0,4,21435
k_proj,7,0,4,9332
v_proj,7,0,4,8538
rope,7,0,4,27848
o_proj,7,0,4,15976
post_layernorm,7,0,4,20201
gate_proj,7,0,4,46175
up_proj,7,0,4,45717
act_fn,7,0,4,4184
down_proj,7,0,4,45966
final_layernorm,7,0,4,19335
lm_head,7,0,4,376939
embedding,8,0,4,6723
input_layernorm,8,0,4,20243
q_proj,8,0,4,21415
k_proj,8,0,4,9332
v_proj,8,0,4,8538
rope,8,0,4,28248
o_proj,8,0,4,15905
post_layernorm,8,0,4,21163
gate_proj,8,0,4,46257
up_proj,8,0,4,45807
act_fn,8,0,4,4244
down_proj,8,0,4,46008
final_layernorm,8,0,4,20254
lm_head,8,0,4,377421
embedding,9,0,4,7304
input_layernorm,9,0,4,20531
q_proj,9,0,4,21527
k_proj,9,0,4,9393
v_proj,9,0,4,8608
rope,9,0,4,27879
o_proj,9,0,4,16011
post_layernorm,9,0,4,21673
gate_proj,9,0,4,46257
up_proj,9,0,4,45765
act_fn,9,0,4,4244
down_proj,9,0,4,46165
final_layernorm,9,0,4,20760
lm_head,9,0,4,377816
embedding,10,0,4,7851
input_layernorm,10,0,4,20498
q_proj,10,0,4,18865
k_proj,10,0,4,9429
v_proj,10,0,4,8596
rope,10,0,4,28033
o_proj,10,0,4,16002
post_layernorm,10,0,4,21545
gate_proj,10,0,4,46446
up_proj,10,0,4,45774
act_fn,10,0,4,4304
down_proj,10,0,4,46546
final_layernorm,10,0,4,20697
lm_head,10,0,4,378209
