layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,1,3680
input_layernorm,1,0,1,21474
q_proj,1,0,1,87781
k_proj,1,0,1,17457
v_proj,1,0,1,17345
rope,1,0,1,35266
o_proj,1,0,1,87221
post_layernorm,1,0,1,22688
gate_proj,1,0,1,278785
up_proj,1,0,1,285378
act_fn,1,0,1,5840
down_proj,1,0,1,284962
final_layernorm,1,0,1,22594
lm_head,1,0,1,1277569
embedding,2,0,1,4640
input_layernorm,2,0,1,25361
q_proj,2,0,1,88421
k_proj,2,0,1,2879
v_proj,2,0,1,2592
rope,2,0,1,41442
o_proj,2,0,1,88181
post_layernorm,2,0,1,26369
gate_proj,2,0,1,283714
up_proj,2,0,1,289362
act_fn,2,0,1,5968
down_proj,2,0,1,277009
final_layernorm,2,0,1,26226
lm_head,2,0,1,1188027
embedding,3,0,1,5312
input_layernorm,3,0,1,25409
q_proj,3,0,1,88133
k_proj,3,0,1,2977
v_proj,3,0,1,2720
rope,3,0,1,42307
o_proj,3,0,1,88614
post_layernorm,3,0,1,26353
gate_proj,3,0,1,284097
up_proj,3,0,1,290306
act_fn,3,0,1,6161
down_proj,3,0,1,277617
final_layernorm,3,0,1,26370
lm_head,3,0,1,1192699
embedding,4,0,1,5760
input_layernorm,4,0,1,24832
q_proj,4,0,1,88949
k_proj,4,0,1,2976
v_proj,4,0,1,2657
rope,4,0,1,43234
o_proj,4,0,1,88518
post_layernorm,4,0,1,25665
gate_proj,4,0,1,284865
up_proj,4,0,1,289970
act_fn,4,0,1,6352
down_proj,4,0,1,277889
final_layernorm,4,0,1,25618
lm_head,4,0,1,1192107
embedding,5,0,1,6816
input_layernorm,5,0,1,24962
q_proj,5,0,1,89254
k_proj,5,0,1,2976
v_proj,5,0,1,2688
rope,5,0,1,43299
o_proj,5,0,1,89253
post_layernorm,5,0,1,25906
gate_proj,5,0,1,285202
up_proj,5,0,1,290306
act_fn,5,0,1,6432
down_proj,5,0,1,278306
final_layernorm,5,0,1,25937
lm_head,5,0,1,1196971
embedding,6,0,1,7456
input_layernorm,6,0,1,24865
q_proj,6,0,1,89973
k_proj,6,0,1,2976
v_proj,6,0,1,2720
rope,6,0,1,43026
o_proj,6,0,1,88629
post_layernorm,6,0,1,25986
gate_proj,6,0,1,286178
up_proj,6,0,1,290466
act_fn,6,0,1,6560
down_proj,6,0,1,278753
final_layernorm,6,0,1,26049
lm_head,6,0,1,1198090
embedding,7,0,1,8032
input_layernorm,7,0,1,25091
q_proj,7,0,1,90309
k_proj,7,0,1,3040
v_proj,7,0,1,2720
rope,7,0,1,44354
o_proj,7,0,1,89141
post_layernorm,7,0,1,25985
gate_proj,7,0,1,286562
up_proj,7,0,1,291362
act_fn,7,0,1,6544
down_proj,7,0,1,279921
final_layernorm,7,0,1,25936
lm_head,7,0,1,1200938
embedding,8,0,1,8897
input_layernorm,8,0,1,25505
q_proj,8,0,1,90645
k_proj,8,0,1,3040
v_proj,8,0,1,2720
rope,8,0,1,44194
o_proj,8,0,1,89670
post_layernorm,8,0,1,26082
gate_proj,8,0,1,287170
up_proj,8,0,1,291073
act_fn,8,0,1,6593
down_proj,8,0,1,280785
final_layernorm,8,0,1,25937
lm_head,8,0,1,1201883
embedding,9,0,1,9488
input_layernorm,9,0,1,25184
q_proj,9,0,1,91077
k_proj,9,0,1,3072
v_proj,9,0,1,2751
rope,9,0,1,44514
o_proj,9,0,1,90246
post_layernorm,9,0,1,26050
gate_proj,9,0,1,287377
up_proj,9,0,1,291730
act_fn,9,0,1,6768
down_proj,9,0,1,280401
final_layernorm,9,0,1,26161
lm_head,9,0,1,1204571
embedding,10,0,1,10304
input_layernorm,10,0,1,25281
q_proj,10,0,1,90965
k_proj,10,0,1,3072
v_proj,10,0,1,2751
rope,10,0,1,44708
o_proj,10,0,1,90246
post_layernorm,10,0,1,26304
gate_proj,10,0,1,288114
up_proj,10,0,1,291842
act_fn,10,0,1,6912
down_proj,10,0,1,280624
final_layernorm,10,0,1,26097
lm_head,10,0,1,1205818
