instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL
0,74,meta-llama/Llama-3.1-70B,769,828,7148485874,16046736675,8898250801,7865722,219479228,149633992,"[148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039]"
0,56,meta-llama/Llama-3.1-70B,288,364,5589266729,17193810459,11604543730,24669021,189957809,152194478,"[231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223]"
0,6,meta-llama/Llama-3.1-70B,21,134,610813767,18196999268,17586185501,153872994,299953905,154341353,"[147906176, 146183230, 139063630, 139063630, 146479006, 177619367, 168644853, 189100891, 159479634, 157594657, 146962430, 170447317, 140232862, 147806927, 140285038, 201695695, 155383825, 198130302, 197318925, 210783937, 181834345, 151448144, 141082654, 177945384, 168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687]"
0,1,meta-llama/Llama-3.1-70B,19,138,347938951,18769926432,18421987481,99589614,244925900,154042894,"[171821910, 146080911, 147906176, 146183230, 139063630, 139063630, 146479006, 177619367, 168644853, 189100891, 159479634, 157594657, 146962430, 170447317, 140232862, 147806927, 140285038, 201695695, 155383825, 198130302, 197318925, 210783937, 181834345, 151448144, 141082654, 177945384, 168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791]"
0,92,meta-llama/Llama-3.1-70B,8,76,8705880302,18769926432,10064046130,143361167,344060477,145074412,"[154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791]"
0,99,meta-llama/Llama-3.1-70B,224,290,9147480342,18769926432,9622446090,57061813,284622683,143658821,"[144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791]"
0,46,meta-llama/Llama-3.1-70B,438,537,4056749989,19198716141,15141966152,134200015,316034360,151285018,"[151448144, 141082654, 177945384, 168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791, 142929903, 142929903, 142929903]"
0,2,meta-llama/Llama-3.1-70B,91,216,479613520,19770204329,19290590809,113251331,285073241,153270302,"[146080911, 147906176, 146183230, 139063630, 139063630, 146479006, 177619367, 168644853, 189100891, 159479634, 157594657, 146962430, 170447317, 140232862, 147806927, 140285038, 201695695, 155383825, 198130302, 197318925, 210783937, 181834345, 151448144, 141082654, 177945384, 168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791, 142929903, 142929903, 142929903, 142872047, 142872047, 142872047, 142872047]"
0,37,meta-llama/Llama-3.1-70B,43,156,3382628210,20627149955,17244521745,46704805,202088630,152164581,"[198130302, 197318925, 210783937, 181834345, 151448144, 141082654, 177945384, 168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791, 142929903, 142929903, 142929903, 142872047, 142872047, 142872047, 142872047, 142824271, 142824271, 142824271, 142824271, 142824271, 142824271]"
0,40,meta-llama/Llama-3.1-70B,15,130,3568927593,21055415360,17486487767,15789247,213919549,151513756,"[197318925, 210783937, 181834345, 151448144, 141082654, 177945384, 168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791, 142929903, 142929903, 142929903, 142872047, 142872047, 142872047, 142872047, 142824271, 142824271, 142824271, 142824271, 142824271, 142824271, 142755135, 142755135, 142755135]"
0,24,meta-llama/Llama-3.1-70B,161,286,2074623946,21198088159,19123464213,90204509,249684143,152207903,"[157594657, 146962430, 170447317, 140232862, 147806927, 140285038, 201695695, 155383825, 198130302, 197318925, 210783937, 181834345, 151448144, 141082654, 177945384, 168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791, 142929903, 142929903, 142929903, 142872047, 142872047, 142872047, 142872047, 142824271, 142824271, 142824271, 142824271, 142824271, 142824271, 142755135, 142755135, 142755135, 142672799]"
0,27,meta-llama/Llama-3.1-70B,34,158,2322894048,21198088159,18875194111,1414041,159008698,152164109,"[146962430, 170447317, 140232862, 147806927, 140285038, 201695695, 155383825, 198130302, 197318925, 210783937, 181834345, 151448144, 141082654, 177945384, 168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791, 142929903, 142929903, 142929903, 142872047, 142872047, 142872047, 142872047, 142824271, 142824271, 142824271, 142824271, 142824271, 142824271, 142755135, 142755135, 142755135, 142672799]"
0,44,meta-llama/Llama-3.1-70B,150,268,3910769752,21767861067,17857091315,69396315,280180252,150230009,"[181834345, 151448144, 141082654, 177945384, 168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791, 142929903, 142929903, 142929903, 142872047, 142872047, 142872047, 142872047, 142824271, 142824271, 142824271, 142824271, 142824271, 142824271, 142755135, 142755135, 142755135, 142672799, 142452767, 142452767, 142452767, 142414607]"
0,94,meta-llama/Llama-3.1-70B,84,175,8935658047,22194942360,13259284313,114282732,268884108,144337780,"[227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791, 142929903, 142929903, 142929903, 142872047, 142872047, 142872047, 142872047, 142824271, 142824271, 142824271, 142824271, 142824271, 142824271, 142755135, 142755135, 142755135, 142672799, 142452767, 142452767, 142452767, 142414607, 142360431, 142360431, 142360431]"
0,21,meta-llama/Llama-3.1-70B,301,436,1933551206,22479517270,20545966064,42176358,231277249,151602155,"[159479634, 157594657, 146962430, 170447317, 140232862, 147806927, 140285038, 201695695, 155383825, 198130302, 197318925, 210783937, 181834345, 151448144, 141082654, 177945384, 168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791, 142929903, 142929903, 142929903, 142872047, 142872047, 142872047, 142872047, 142824271, 142824271, 142824271, 142824271, 142824271, 142824271, 142755135, 142755135, 142755135, 142672799, 142452767, 142452767, 142452767, 142414607, 142360431, 142360431, 142360431, 142287455, 142287455]"
0,50,meta-llama/Llama-3.1-70B,595,715,4579003029,22621741349,18042738320,86312118,264257502,149398998,"[168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791, 142929903, 142929903, 142929903, 142872047, 142872047, 142872047, 142872047, 142824271, 142824271, 142824271, 142824271, 142824271, 142824271, 142755135, 142755135, 142755135, 142672799, 142452767, 142452767, 142452767, 142414607, 142360431, 142360431, 142360431, 142287455, 142287455, 142224079]"
0,29,meta-llama/Llama-3.1-70B,16,153,2417400904,23190052321,20772651417,64501842,211464272,151185199,"[170447317, 140232862, 147806927, 140285038, 201695695, 155383825, 198130302, 197318925, 210783937, 181834345, 151448144, 141082654, 177945384, 168230005, 147094158, 141139070, 150843311, 163368675, 165288788, 231579608, 183971529, 185118138, 179982152, 141976511, 148088527, 148140943, 158269650, 211613506, 148603999, 175580999, 162190243, 167935252, 192428508, 150959999, 152500464, 170669157, 160407746, 200699310, 154601376, 227560870, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144140767, 144081231, 144081231, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143972975, 143835759, 143780223, 143780223, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143725167, 143728047, 143728047, 143728047, 143728047, 143728047, 143649391, 143649391, 143649391, 143574175, 143574175, 143574175, 143574175, 143574175, 143409039, 143409039, 143409039, 143409039, 143409039, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143384223, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143312687, 143231791, 143231791, 143231791, 143231791, 142929903, 142929903, 142929903, 142872047, 142872047, 142872047, 142872047, 142824271, 142824271, 142824271, 142824271, 142824271, 142824271, 142755135, 142755135, 142755135, 142672799, 142452767, 142452767, 142452767, 142414607, 142360431, 142360431, 142360431, 142287455, 142287455, 142224079, 142077743, 142077743, 142077743, 142077743]"
