instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL
0,78,meta-llama/Llama-3.1-70B,29,73,7478655809,11999995684,4521339875,19745776,145788599,101757006,"[93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079]"
0,6,meta-llama/Llama-3.1-70B,21,134,610813767,12566320126,11955506359,97860023,194571204,105008349,"[89519213, 97923197, 95978478, 96819310, 90562670, 90562670, 90562670, 97133902, 90615022, 128409255, 117820228, 98715423, 138797083, 110177154, 96452846, 108133665, 97605710, 121184197, 91715534, 91715534, 98453503, 91767886, 91767886, 91767886, 152578783, 96818990, 106108177, 149067198, 148229245, 92239374, 161748705, 122494118, 112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407]"
0,1,meta-llama/Llama-3.1-70B,19,138,347938951,12849325291,12501386340,46838216,142892421,104732999,"[99893743, 117948675, 96711181, 89519213, 97923197, 95978478, 96819310, 90562670, 90562670, 90562670, 97133902, 90615022, 128409255, 117820228, 98715423, 138797083, 110177154, 96452846, 108133665, 97605710, 121184197, 91715534, 91715534, 98453503, 91767886, 91767886, 91767886, 152578783, 96818990, 106108177, 149067198, 148229245, 92239374, 161748705, 122494118, 112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055]"
0,74,meta-llama/Llama-3.1-70B,769,828,7148485874,13132173880,5983688006,18758886,157503777,100451452,"[98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863]"
0,2,meta-llama/Llama-3.1-70B,91,216,479613520,13509095924,13029482404,11217852,111111595,104180409,"[117948675, 96711181, 89519213, 97923197, 95978478, 96819310, 90562670, 90562670, 90562670, 97133902, 90615022, 128409255, 117820228, 98715423, 138797083, 110177154, 96452846, 108133665, 97605710, 121184197, 91715534, 91715534, 98453503, 91767886, 91767886, 91767886, 152578783, 96818990, 106108177, 149067198, 148229245, 92239374, 161748705, 122494118, 112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511]"
0,56,meta-llama/Llama-3.1-70B,288,364,5589266729,13509095924,7919829195,73173370,255148353,102195744,"[116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511]"
0,46,meta-llama/Llama-3.1-70B,438,537,4056749989,14262099820,10205349831,69586376,192080494,102176217,"[112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487]"
0,24,meta-llama/Llama-3.1-70B,161,286,2074623946,15014686180,12940062234,54180146,164357300,103029878,"[96452846, 108133665, 97605710, 121184197, 91715534, 91715534, 98453503, 91767886, 91767886, 91767886, 152578783, 96818990, 106108177, 149067198, 148229245, 92239374, 161748705, 122494118, 112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295]"
0,27,meta-llama/Llama-3.1-70B,34,158,2322894048,15108707123,12785813075,12540044,120673709,102968612,"[97605710, 121184197, 91715534, 91715534, 98453503, 91767886, 91767886, 91767886, 152578783, 96818990, 106108177, 149067198, 148229245, 92239374, 161748705, 122494118, 112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94020943]"
0,37,meta-llama/Llama-3.1-70B,43,156,3382628210,15108707123,11726078913,86315456,192423633,102979065,"[149067198, 148229245, 92239374, 161748705, 122494118, 112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94020943]"
0,92,meta-llama/Llama-3.1-70B,8,76,8705880302,15296538961,6590658659,14346304,114047855,96665832,"[150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94020943, 93915919, 93915919]"
0,40,meta-llama/Llama-3.1-70B,15,130,3568927593,15390402208,11821474615,6124250,155191448,102335817,"[148229245, 92239374, 161748705, 122494118, 112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94020943, 93915919, 93915919, 93863247]"
0,99,meta-llama/Llama-3.1-70B,224,290,9147480342,15484213583,6336733241,27110212,204945546,94335195,"[94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94020943, 93915919, 93915919, 93863247, 93811375]"
0,21,meta-llama/Llama-3.1-70B,301,436,1933551206,15859248395,13925697189,56455803,195252886,102466002,"[110177154, 96452846, 108133665, 97605710, 121184197, 91715534, 91715534, 98453503, 91767886, 91767886, 91767886, 152578783, 96818990, 106108177, 149067198, 148229245, 92239374, 161748705, 122494118, 112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94020943, 93915919, 93915919, 93863247, 93811375, 93758703, 93758703, 93758703, 93758703]"
0,44,meta-llama/Llama-3.1-70B,150,268,3910769752,15952954746,12042184994,53817908,215566613,101082208,"[122494118, 112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94020943, 93915919, 93915919, 93863247, 93811375, 93758703, 93758703, 93758703, 93758703, 93706351]"
0,29,meta-llama/Llama-3.1-70B,16,153,2417400904,16421223141,14003822237,26166853,123772563,102059188,"[121184197, 91715534, 91715534, 98453503, 91767886, 91767886, 91767886, 152578783, 96818990, 106108177, 149067198, 148229245, 92239374, 161748705, 122494118, 112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94020943, 93915919, 93915919, 93863247, 93811375, 93758703, 93758703, 93758703, 93758703, 93706351, 93653679, 93653679, 93653679, 93653679, 93653679]"
0,50,meta-llama/Llama-3.1-70B,595,715,4579003029,16702028562,12123025533,59812779,188548675,100289721,"[118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94020943, 93915919, 93915919, 93863247, 93811375, 93758703, 93758703, 93758703, 93758703, 93706351, 93653679, 93653679, 93653679, 93653679, 93653679, 93601807, 93601807, 93601807]"
0,31,meta-llama/Llama-3.1-70B,439,585,2529630331,17356872507,14827242176,11543136,132727333,101341481,"[91715534, 91715534, 98453503, 91767886, 91767886, 91767886, 152578783, 96818990, 106108177, 149067198, 148229245, 92239374, 161748705, 122494118, 112272515, 92605838, 92553486, 92553486, 128735896, 118871429, 92553486, 92553486, 97657742, 92605838, 101439887, 113994851, 92605838, 92605838, 181974983, 116514868, 99124719, 133504729, 135807738, 130674120, 93234542, 93182190, 93182190, 98443663, 98548687, 108709378, 121902854, 138744891, 98862799, 93549135, 126042823, 93758703, 112631379, 99124719, 162010145, 100277583, 99911119, 94125487, 102592752, 120859365, 110490946, 99701551, 150639198, 103797968, 100225231, 177835334, 94754671, 94701999, 94701999, 94701999, 94649647, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94596975, 94545103, 94545103, 94545103, 94545103, 94545103, 94545103, 94492431, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94440079, 94387407, 94387407, 94387407, 94387407, 94387407, 94387407, 94335055, 94335055, 94335055, 94282863, 94282863, 94282863, 94230511, 94230511, 94230511, 94230511, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94125487, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94073295, 94020943, 93915919, 93915919, 93863247, 93811375, 93758703, 93758703, 93758703, 93758703, 93706351, 93653679, 93653679, 93653679, 93653679, 93653679, 93601807, 93601807, 93601807, 93549135, 93549135, 93549135, 93549135, 93549135, 93549135, 93549135]"
