timestamp,index,name,utilization.gpu,power.draw,memory.used
2026/06/19 18:06:48.568, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:48.975, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:49.075, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:49.483, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:49.582, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:49.990, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:50.089, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:50.497, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:50.596, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:51.004, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:51.103, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:51.512, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:51.610, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:52.019, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:52.116, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:52.526, 0, NVIDIA A40, 0, 24.08, 0
2026/06/19 18:06:52.623, 0, NVIDIA A40, 0, 24.08, 0
2026/06/19 18:06:53.034, 0, NVIDIA A40, 0, 24.08, 0
2026/06/19 18:06:53.130, 0, NVIDIA A40, 0, 24.08, 0
2026/06/19 18:06:53.541, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:53.637, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:54.048, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:54.144, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:54.556, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:54.651, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:55.063, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:55.158, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:55.571, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:55.665, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:56.077, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:56.172, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:56.585, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:56.679, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:57.092, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:57.186, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:57.600, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:57.693, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:58.107, 0, NVIDIA A40, 0, 24.13, 0
2026/06/19 18:06:58.200, 0, NVIDIA A40, 0, 24.18, 0
2026/06/19 18:06:58.614, 0, NVIDIA A40, 0, 24.18, 0
2026/06/19 18:06:58.707, 0, NVIDIA A40, 0, 24.18, 0
2026/06/19 18:06:59.121, 0, NVIDIA A40, 0, 24.18, 0
2026/06/19 18:06:59.214, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:59.629, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:06:59.720, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:00.136, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:00.228, 0, NVIDIA A40, 0, 23.93, 0
2026/06/19 18:07:00.643, 0, NVIDIA A40, 0, 23.93, 0
2026/06/19 18:07:00.735, 0, NVIDIA A40, 0, 23.93, 0
2026/06/19 18:07:01.150, 0, NVIDIA A40, 0, 23.93, 0
2026/06/19 18:07:01.241, 0, NVIDIA A40, 0, 23.98, 0
2026/06/19 18:07:01.658, 0, NVIDIA A40, 0, 23.98, 0
2026/06/19 18:07:01.748, 0, NVIDIA A40, 0, 23.98, 0
2026/06/19 18:07:02.165, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:02.255, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:02.673, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:02.762, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:03.180, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:03.269, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:03.687, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:03.776, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:04.194, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:04.283, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:04.702, 0, NVIDIA A40, 0, 24.03, 0
2026/06/19 18:07:04.790, 0, NVIDIA A40, 0, 26.66, 0
2026/06/19 18:07:05.210, 0, NVIDIA A40, 0, 27.57, 3
2026/06/19 18:07:05.299, 0, NVIDIA A40, 0, 31.13, 3
2026/06/19 18:07:05.717, 0, NVIDIA A40, 0, 31.15, 3
2026/06/19 18:07:05.806, 0, NVIDIA A40, 0, 31.26, 3
2026/06/19 18:07:06.224, 0, NVIDIA A40, 0, 31.26, 3
2026/06/19 18:07:06.312, 0, NVIDIA A40, 0, 31.26, 3
2026/06/19 18:07:06.732, 0, NVIDIA A40, 0, 31.26, 3
2026/06/19 18:07:06.819, 0, NVIDIA A40, 0, 24.68, 3
2026/06/19 18:07:07.239, 0, NVIDIA A40, 0, 24.68, 3
2026/06/19 18:07:07.326, 0, NVIDIA A40, 0, 24.68, 3
2026/06/19 18:07:07.746, 0, NVIDIA A40, 0, 24.68, 3
2026/06/19 18:07:07.833, 0, NVIDIA A40, 0, 24.03, 3
2026/06/19 18:07:08.253, 0, NVIDIA A40, 0, 24.03, 3
2026/06/19 18:07:08.340, 0, NVIDIA A40, 0, 24.03, 3
2026/06/19 18:07:08.761, 0, NVIDIA A40, 0, 23.98, 3
2026/06/19 18:07:08.847, 0, NVIDIA A40, 0, 23.98, 3
2026/06/19 18:07:09.268, 0, NVIDIA A40, 0, 23.98, 3
2026/06/19 18:07:09.359, 0, NVIDIA A40, 0, 23.98, 3
2026/06/19 18:07:09.775, 0, NVIDIA A40, 0, 23.98, 3
2026/06/19 18:07:09.865, 0, NVIDIA A40, 0, 23.98, 3
2026/06/19 18:07:10.282, 0, NVIDIA A40, 0, 23.98, 3
2026/06/19 18:07:10.373, 0, NVIDIA A40, 0, 23.98, 3
2026/06/19 18:07:10.789, 0, NVIDIA A40, 0, 24.03, 3
2026/06/19 18:07:10.880, 0, NVIDIA A40, 0, 24.03, 3
2026/06/19 18:07:11.296, 0, NVIDIA A40, 0, 24.03, 3
2026/06/19 18:07:11.388, 0, NVIDIA A40, 0, 24.03, 3
2026/06/19 18:07:11.803, 0, NVIDIA A40, 0, 24.03, 3
2026/06/19 18:07:11.895, 0, NVIDIA A40, 0, 24.03, 3
2026/06/19 18:07:12.310, 0, NVIDIA A40, 0, 24.03, 3
2026/06/19 18:07:12.402, 0, NVIDIA A40, 0, 24.03, 3
2026/06/19 18:07:12.817, 0, NVIDIA A40, 3, 36.72, 613
2026/06/19 18:07:12.909, 0, NVIDIA A40, 3, 52.17, 981
2026/06/19 18:07:13.321, 0, NVIDIA A40, 2, 59.19, 1059
2026/06/19 18:07:13.413, 0, NVIDIA A40, 15, 63.61, 1059
2026/06/19 18:07:13.825, 0, NVIDIA A40, 37, 100.30, 1059
2026/06/19 18:07:13.917, 0, NVIDIA A40, 37, 104.87, 1059
2026/06/19 18:07:14.330, 0, NVIDIA A40, 37, 123.03, 1059
2026/06/19 18:07:14.422, 0, NVIDIA A40, 37, 127.86, 1059
2026/06/19 18:07:14.834, 0, NVIDIA A40, 15, 120.10, 349
2026/06/19 18:07:14.926, 0, NVIDIA A40, 15, 115.76, 349
2026/06/19 18:07:15.338, 0, NVIDIA A40, 0, 97.50, 349
2026/06/19 18:07:15.429, 0, NVIDIA A40, 0, 92.95, 349
2026/06/19 18:07:15.841, 0, NVIDIA A40, 4, 79.15, 0
2026/06/19 18:07:15.932, 0, NVIDIA A40, 4, 79.18, 0
2026/06/19 18:07:16.344, 0, NVIDIA A40, 0, 79.14, 0
2026/06/19 18:07:16.436, 0, NVIDIA A40, 0, 79.25, 0
2026/06/19 18:07:16.847, 0, NVIDIA A40, 0, 79.22, 0
2026/06/19 18:07:16.939, 0, NVIDIA A40, 0, 79.22, 0
2026/06/19 18:07:17.351, 0, NVIDIA A40, 0, 79.22, 0
2026/06/19 18:07:17.442, 0, NVIDIA A40, 0, 79.22, 0
2026/06/19 18:07:17.854, 0, NVIDIA A40, 0, 61.04, 0
2026/06/19 18:07:17.945, 0, NVIDIA A40, 0, 61.04, 0
2026/06/19 18:07:18.358, 0, NVIDIA A40, 0, 61.04, 0
2026/06/19 18:07:18.449, 0, NVIDIA A40, 0, 61.04, 0
2026/06/19 18:07:18.861, 0, NVIDIA A40, 0, 59.08, 0
2026/06/19 18:07:18.952, 0, NVIDIA A40, 0, 59.08, 0
2026/06/19 18:07:19.365, 0, NVIDIA A40, 0, 59.33, 17
2026/06/19 18:07:19.455, 0, NVIDIA A40, 0, 59.33, 27
2026/06/19 18:07:19.874, 0, NVIDIA A40, 63, 72.55, 273
2026/06/19 18:07:19.958, 0, NVIDIA A40, 63, 74.71, 273
2026/06/19 18:07:20.377, 0, NVIDIA A40, 64, 94.24, 273
2026/06/19 18:07:20.461, 0, NVIDIA A40, 64, 97.64, 273
2026/06/19 18:07:20.880, 0, NVIDIA A40, 58, 108.59, 295
2026/06/19 18:07:20.965, 0, NVIDIA A40, 13, 107.79, 337
2026/06/19 18:07:21.384, 0, NVIDIA A40, 7, 101.35, 337
2026/06/19 18:07:21.468, 0, NVIDIA A40, 7, 99.25, 337
2026/06/19 18:07:21.887, 0, NVIDIA A40, 11, 84.53, 337
2026/06/19 18:07:21.971, 0, NVIDIA A40, 17, 83.98, 337
2026/06/19 18:07:22.391, 0, NVIDIA A40, 7, 83.90, 337
2026/06/19 18:07:22.474, 0, NVIDIA A40, 7, 84.29, 337
2026/06/19 18:07:22.894, 0, NVIDIA A40, 20, 90.46, 337
2026/06/19 18:07:22.977, 0, NVIDIA A40, 20, 88.89, 337
2026/06/19 18:07:23.397, 0, NVIDIA A40, 12, 90.57, 337
2026/06/19 18:07:23.480, 0, NVIDIA A40, 12, 92.33, 337
2026/06/19 18:07:23.901, 0, NVIDIA A40, 31, 97.23, 337
2026/06/19 18:07:23.983, 0, NVIDIA A40, 20, 94.65, 337
2026/06/19 18:07:24.404, 0, NVIDIA A40, 24, 101.14, 337
2026/06/19 18:07:24.486, 0, NVIDIA A40, 24, 103.32, 337
2026/06/19 18:07:24.908, 0, NVIDIA A40, 18, 98.68, 337
2026/06/19 18:07:24.990, 0, NVIDIA A40, 16, 99.37, 337
2026/06/19 18:07:25.411, 0, NVIDIA A40, 36, 109.07, 337
2026/06/19 18:07:25.493, 0, NVIDIA A40, 36, 106.83, 337
2026/06/19 18:07:25.914, 0, NVIDIA A40, 20, 106.36, 337
2026/06/19 18:07:25.996, 0, NVIDIA A40, 29, 108.86, 337
2026/06/19 18:07:26.418, 0, NVIDIA A40, 14, 106.82, 337
2026/06/19 18:07:26.499, 0, NVIDIA A40, 14, 104.16, 337
2026/06/19 18:07:26.921, 0, NVIDIA A40, 32, 115.49, 337
